audio_path,text,native_emotion_label,split,valence_label,source_hf_repo
Ses03F_script02_2_F038.wav,it's not something else. Do you know what I'm trying to say?,sad,train,negative,AbstractTTS/IEMOCAP
Ses05M_impro01_F009.wav,I know.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses02F_impro07_M028.wav,"You'll be like are you a fan or a student you know? Student. [LAUGHTER] Oh man, that's awesome.",excited,train,positive,AbstractTTS/IEMOCAP
Ses02M_impro08_M012.wav,"So- So you can um find that application. You have the Internet, you can go to our website.",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses01F_script02_1_M011.wav,"Of course, our flashlight.  What's yours is mine.  Me flashlight es su flashlight.",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses03F_impro08_F027.wav,"what I would like what I'm advising you to do now is just to write down all of your problems that you-you feel that--You know, haven't been addressed, fax it to us-",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses04M_script03_2_M042.wav,It's late and the people upstairs will get annoyed.,angry,train,negative,AbstractTTS/IEMOCAP
Ses01F_impro03_F012.wav,Oh.  Totally.,happy,train,positive,AbstractTTS/IEMOCAP
Ses01F_script03_1_F005.wav,[LAUGHTER] That sent shivers up my spine.,happy,train,positive,AbstractTTS/IEMOCAP
Ses04F_impro07_F059.wav,"Okay.  No, that's dorky.",excited,train,positive,AbstractTTS/IEMOCAP
Ses04M_impro01_F016.wav,I can't do that.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01M_script03_1_F036.wav,The manager came in he found us rolling about the floor.  [LAUGHTER],happy,train,positive,AbstractTTS/IEMOCAP
Ses03M_impro05a_M005.wav,Yes.,angry,train,negative,AbstractTTS/IEMOCAP
Ses03M_impro01_F014.wav,No.  You couldn't go get another one.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05M_impro03_F019.wav,Oh I'm so excited for you.,excited,train,positive,AbstractTTS/IEMOCAP
Ses03M_script01_3_M027.wav,You remember overseas I was in command of a company?,sad,train,negative,AbstractTTS/IEMOCAP
Ses01M_impro06_M012.wav,What?,sad,train,negative,AbstractTTS/IEMOCAP
Ses03M_impro06_F015.wav,I'm so sorry.,sad,train,negative,AbstractTTS/IEMOCAP
Ses03F_script02_2_M020.wav,Do you want me to get some champagne?,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_impro03_M015.wav,Yeah.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04M_script02_1_M030.wav,"just some little instinctual time release firecracker went off in their little bodies and all as one, they turned and formed a line as long as the California coast and started swimming.",excited,train,positive,AbstractTTS/IEMOCAP
Ses04M_impro07_F034.wav,I know.,excited,train,positive,AbstractTTS/IEMOCAP
Ses02M_script01_3_M004.wav,What?,surprise,train,,AbstractTTS/IEMOCAP
Ses01F_impro02_F005.wav,I know.,sad,train,negative,AbstractTTS/IEMOCAP
Ses05F_script01_2_F003.wav,He's not going to marry her.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01M_impro07_F008.wav,You should...You should look into that.,excited,train,positive,AbstractTTS/IEMOCAP
Ses03F_script02_2_M044.wav,If we're very quiet the fish might come.,happy,train,positive,AbstractTTS/IEMOCAP
Ses05F_script02_2_F008.wav,We never do.  Have we ever?  We never have.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_script03_1_M000.wav,Good God.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01F_impro07_F016.wav,"I know. I made such a mess of it, the entire time.  The last three things I've done, I've ruined everything, I think. Mm-hmm.  Yeah.",excited,train,positive,AbstractTTS/IEMOCAP
Ses02F_script01_3_M010.wav,"You feel it's wrong here, don't you?  This yard, this chair.  I want you to be ready for me.  I don't want to have to win you away from anything.",excited,train,positive,AbstractTTS/IEMOCAP
Ses01F_impro05_M029.wav,Well then maybe you can just call him and he can give you more money.  But right now all I can do--,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses03M_impro03_F027.wav,How long have you guys been going out?,happy,train,positive,AbstractTTS/IEMOCAP
Ses01M_impro03_M025.wav,Good.,excited,train,positive,AbstractTTS/IEMOCAP
Ses05F_impro07_F001.wav,I got into college.,excited,train,positive,AbstractTTS/IEMOCAP
Ses05F_impro03_F024.wav,"Yeah, his family doesn't live too far away, so I think-",excited,train,positive,AbstractTTS/IEMOCAP
Ses03F_script01_1_F034.wav,"You know, the trouble is you've never had enough women. No, you never did.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03M_impro01_M000.wav,"Hey listen here missy, I've been in this line for an hour and now I'm finally here.  So you're going to take my application.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03M_impro04_M010.wav,Biomedical Engineering.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01F_impro03_M012.wav,"Oh, how are you going to do the long distance thing?  So wait, are you going to move there?",happy,train,positive,AbstractTTS/IEMOCAP
Ses03M_impro05a_F004.wav,"Alright.  And you're coming-- Wait, hold on sir.  You're coming from Baltimore into LAX right?",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01M_impro06_M030.wav,"like I can't...it's like you know it's like ""pinch me"" it's like I can't believe like I'm dealing with this, you know.",sad,train,negative,AbstractTTS/IEMOCAP
Ses03F_impro01_F005.wav,"Excuse me? No, no. I waited in the line over there..",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_script01_2_F000.wav,Why did he invite her?,angry,train,negative,AbstractTTS/IEMOCAP
Ses05M_impro07_M045.wav,I had to tell you right away.  I knew you'd be excited.,excited,train,positive,AbstractTTS/IEMOCAP
Ses03F_impro04_F013.wav,That's the thing. I don't know. I don't know anything.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01M_impro06_M021.wav,Yeah.,sad,train,negative,AbstractTTS/IEMOCAP
Ses01M_script03_1_F021.wav,If one of us dies...,happy,train,positive,AbstractTTS/IEMOCAP
Ses05F_impro03_M061.wav,"Oh, thanks.  I'll need it.",happy,train,positive,AbstractTTS/IEMOCAP
Ses04M_impro02_M005.wav,I can't do that.  I have to go.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05M_script03_1_F031.wav,You knew there was nothing in that.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses01F_script01_1_M029.wav,"I can't help it, I know her best.  I was brought up next door to her, you know?  These years when I think of someone for my wife, I think of Annie.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03F_script03_2_M011.wav,"I'll have a little, I think.",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses03M_script02_1_F010.wav,So let's go.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses03M_script01_2_F010.wav,"My worst times I think about her, you know, and I",sad,train,negative,AbstractTTS/IEMOCAP
Ses05F_impro08_F017.wav,"Okay, I do see that on here, and it says that um, it had some trouble clearing for some reason.  And I think that was the problem on our end.  So um-",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses02M_script01_1_F022.wav,"You can go on from there if you know where to go but I don't know where to go, see I don't know. So what can I do for you?",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01F_impro06_F001.wav,"No, no, no.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03M_impro04_F021.wav,Sixty words a minute.  That's a min...a word per min uh second.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses05F_impro08_F020.wav,"You do the direct the direct it um- it's taking right out of your bank account, correct?",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses01F_impro02_F009.wav,like you sign up because you need money and,sad,train,negative,AbstractTTS/IEMOCAP
Ses02M_impro05_M003.wav,Okay. So what-what do I have to get you know,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses01F_script02_2_M010.wav,We've missed them twice.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01M_script02_1_M018.wav,"I wonder if they can hear me talking, you know.",excited,train,positive,AbstractTTS/IEMOCAP
Ses04F_script01_3_F027.wav,"Because you mustn't feel that way anymore because you have a right to whatever you have, Chris, do you understand, everything",excited,train,positive,AbstractTTS/IEMOCAP
Ses03M_impro04_F018.wav,"Just for a little bit, you know?  Cause I-I guarantee you're going to find something.  When you find something it's just going to be huge and you're going to get money.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03M_impro04_F004.wav,"Well, okay. Well that's--",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses03M_script01_2_M002.wav,uh-uh What do you mean?  They grew up next to each other their entire lives.  Why shouldn't he want to see her?,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_impro02_F016.wav,I do have to go. And I need to know that you're here waiting for me and that you believe that I'm coming back.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses02M_script01_2_M017.wav,Look at you -- look at you shaking.,angry,train,negative,AbstractTTS/IEMOCAP
Ses05F_impro04_F016.wav,"Where am I supposed to go?  I mean, like what?",sad,train,negative,AbstractTTS/IEMOCAP
Ses04F_impro05_F013.wav,I didn't sign anything. I didn't sign anything. And you people have got to make-,angry,train,negative,AbstractTTS/IEMOCAP
Ses05M_script01_1b_F013.wav,Why?,fear,train,negative,AbstractTTS/IEMOCAP
Ses04M_script02_1_M004.wav,"The flashlight; the silver one.  There's only one, isn't there?",excited,train,positive,AbstractTTS/IEMOCAP
Ses03F_script01_1_M016.wav,"You know-you know why I asked Annie here, right?",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses05F_impro03_M005.wav,"No way, when? when,when, When did it happen?",excited,train,positive,AbstractTTS/IEMOCAP
Ses03M_impro03_F042.wav,"You, You are too much, I can't handle it.",happy,train,positive,AbstractTTS/IEMOCAP
Ses02M_script03_2_M000.wav,"As a matter of fact, the real cause of that row was Peter Burden.",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses01M_script01_1_M008.wav,I don't know the meaning of it.  But I know we've made terrible mistake with father.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05F_impro08_F027.wav,ahh one eight hundred three two three,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses03M_script01_1_M012.wav,That we haven't had any hope for years now?,angry,train,negative,AbstractTTS/IEMOCAP
Ses01F_script01_1_M001.wav,He was out here when it broke.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses04F_impro01_M025.wav,I've walked away already.  I'm not here anymore.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05M_impro02_M020.wav,"Yeah, it's gonna be everything.  I'm gonna be in the front.  I'll be -- it's not gonna be safe.",sad,train,negative,AbstractTTS/IEMOCAP
Ses04M_script03_2_F030.wav,Mind your own business.,angry,train,negative,AbstractTTS/IEMOCAP
Ses05M_impro07_F039.wav,good for you.,happy,train,positive,AbstractTTS/IEMOCAP
Ses02M_impro03_F017.wav,"Oh, my Gosh, that's so cute.",excited,train,positive,AbstractTTS/IEMOCAP
Ses02F_script01_3_M023.wav,"It's all mixed up with so many other things.  You remember overseas, I was in command of a company?",sad,train,negative,AbstractTTS/IEMOCAP
Ses03M_script03_2_F007.wav,"Well, if you hadn't been so suspicious and nosey you would've never known anything.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_impro04_M022.wav,or some- some large percent of- of success.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses05F_script02_2_F029.wav,I didn't say that.,sad,train,negative,AbstractTTS/IEMOCAP
Ses02M_script02_1_M016.wav,You think they can hear us talk or feel the vibrations in the sand when we move around?,excited,train,positive,AbstractTTS/IEMOCAP
Ses05M_script01_1_F025.wav,"Well, what if she feels like your father?  And how do you know she will marry you?",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses05F_script02_1_M026.wav,"I don't get it, the first time we came out here, you said it was the best night of your life and last year I remember distinctly you were so excited that you stuff your toe pushing me out of the door and you didn't notice it until you got into the car.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses02M_script01_1_F004.wav,So you talked to him?,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04M_script02_2_F022.wav,No.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses02F_impro05_M010.wav,"By checking your bags, you--you, you know- admit to the liability that's- that's at risk--",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses04F_impro01_M018.wav,Ma'am you're going to have- you- look. You really- you really,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03F_script02_2_F000.wav,About what?,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses02F_script01_1_M031.wav,"These years when I think of a wife, I think of Annie.  What do you want, a diagram?",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01F_impro06_M016.wav,So she wrote a lot of poetry?,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses05F_script03_1_M005.wav,Hello?  Hello?  What?  Wrong number.,excited,train,positive,AbstractTTS/IEMOCAP
Ses05F_impro03_M062.wav,"Oh thanks, you're too nice",happy,train,positive,AbstractTTS/IEMOCAP
Ses05M_impro02_M016.wav,They'll find me anyway.  You know they will.,sad,train,negative,AbstractTTS/IEMOCAP
Ses02M_script01_1_M018.wav,I'm going to ask her to marry me.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses05M_script01_3_F011.wav,You started to write me.,excited,train,positive,AbstractTTS/IEMOCAP
Ses03M_impro02_M012.wav,Honey you're not going to be by yourself--,sad,train,negative,AbstractTTS/IEMOCAP
Ses02F_script01_3_F018.wav,"Like Larry's brother.  Do it like you, Chris.  What is it?",excited,train,positive,AbstractTTS/IEMOCAP
Ses02M_impro01_M015.wav,"I cannot go back in that line. I've got stuff I need to do, I mean-",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05F_impro08_M029.wav,oh.,excited,train,positive,AbstractTTS/IEMOCAP
Ses03M_script01_1_F045.wav,I don't understand you do I?,sad,train,negative,AbstractTTS/IEMOCAP
Ses02M_impro07_F021.wav,"Yes, it's intimate.",happy,train,positive,AbstractTTS/IEMOCAP
Ses02F_script02_2_F041.wav,"Augie, you brought refreshments.",happy,train,positive,AbstractTTS/IEMOCAP
Ses02M_impro02_F010.wav,"I mean can't they put you in like, you know kitchen work or something where you won't get",sad,train,negative,AbstractTTS/IEMOCAP
Ses03M_impro07_F023.wav,Oh my God.  I am so proud of you.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses05F_impro05_M047.wav,"Well, it sounds to me like you're being ridiculous",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_impro07_F026.wav,Yeah. But now we don't have to.,excited,train,positive,AbstractTTS/IEMOCAP
Ses03M_script02_2_M021.wav,And you said let's get some champagne and I said time's a wasting or something like that.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses02F_script01_1_M006.wav,I guess he is.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03F_impro06_F015.wav,"I know. He was, he had so much going for him.",sad,train,negative,AbstractTTS/IEMOCAP
Ses04F_impro03_F038.wav,because you're going to take care of everything.  You're going to think of all the details that I forget.,excited,train,positive,AbstractTTS/IEMOCAP
Ses01M_script03_2_F004.wav,Not at all. It was very pretty. I still wear it often.,excited,train,positive,AbstractTTS/IEMOCAP
Ses05F_impro02_M000.wav,What is it?,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses03F_impro08_M018.wav,"No, it's been--three days.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01M_impro05_M028.wav,I know what you guys do when you're not working you're union people; you just sit around on your ass.,angry,train,negative,AbstractTTS/IEMOCAP
Ses02M_script02_2_F029.wav,"This? What, what is this? This isn't even anything.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses02M_impro05_F014.wav,So we'll- what we'll do,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses02M_script01_1_F033.wav,"What the hell is this, are you crazy?",angry,train,negative,AbstractTTS/IEMOCAP
Ses05F_impro05_F028.wav,Because they made me check it.  It's too heavy.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_script02_1_M035.wav,No one sent them a map or an invitation.  Just some little instinctual time release firecracker went off in their little bodies and all as one. They turned and formed a line as long as the California coast and started swimming.,excited,train,positive,AbstractTTS/IEMOCAP
Ses05F_script02_1_F012.wav,I just don't.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses03F_script01_1_F009.wav,"Well, what do you mean? What?",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03M_impro05b_F018.wav,What is your business?,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses04M_script01_1_M033.wav,I've given it three years' of thought.  I'd hope that if,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05M_script01_3_M034.wav,"I mean, the whole thing was like some kind of bus accident to them.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03M_impro03_M007.wav,"Yeah.  It sounds like a chick flick. Anyways so, she gets the ring and she goes,",excited,train,positive,AbstractTTS/IEMOCAP
Ses01M_impro02_M010.wav,...we're all shipping out.,sad,train,negative,AbstractTTS/IEMOCAP
Ses02F_script03_2_F011.wav,Just seems so silly to go on and on and on with such a thing.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses04M_impro01_F000.wav,Okay.  What's the problem?,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses03M_impro08a_F025.wav,you need to fix my phone.  I don't care what you have to do--,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01M_impro05_F011.wav,"Details, Details.  Well, anyhow can I--",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses05M_impro08_M018.wav,Okay?  Does it list your IP address there?,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses01F_script01_2_M004.wav,How do you know he's even thinking about it?,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses01F_impro07_F006.wav,"At Arapaho we could afford that. [GARBAGE]. Yeah.  So what are you doing this summer, though?  You're staying around, too, yeah?",excited,train,positive,AbstractTTS/IEMOCAP
Ses03F_script01_3_M013.wav,I-I love you. I have no imagination. That's all I know how to tell it.,happy,train,positive,AbstractTTS/IEMOCAP
Ses03F_script01_3_F033.wav,"Because you can't feel that way, never again, Chris. You hear me? Never. I mean, the money and me too.",sad,train,negative,AbstractTTS/IEMOCAP
Ses05F_script01_2_F014.wav,"Only last week, another boy turned up in Detroit, been missing longer than Larry, you read it yourself.",angry,train,negative,AbstractTTS/IEMOCAP
Ses01F_impro03_M001.wav,Yeah.  I heard.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses02M_impro07_F024.wav,I will do the best I can.,happy,train,positive,AbstractTTS/IEMOCAP
Ses05M_script01_1b_M007.wav,You know that Larry's not coming back and I know it.  So why do we go on letting him think that we believe with him?,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01F_script03_1_M025.wav,Oh Come and kiss me darling before your body rots and worms pop out of your eye sockets.,happy,train,positive,AbstractTTS/IEMOCAP
Ses01F_impro03_M024.wav,That's fair enough.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses01F_script01_3_M010.wav,"Am I embarrassing you? Are you - See, I didn't want to do it here with this yard, on this porch.  I wanted it to be somewhere new, some place fresh for both of us.",happy,train,positive,AbstractTTS/IEMOCAP
Ses05M_script02_2_F028.wav,"I know that, Augie.  I do.  I know that. And and I know that this meant a lot to you and and it's special, you know, with the sand and the moon but.",sad,train,negative,AbstractTTS/IEMOCAP
Ses02F_impro03_M011.wav,"So, I mean--it's good though.",happy,train,positive,AbstractTTS/IEMOCAP
Ses01F_impro02_F003.wav,"I guess, you know, everybody has to make sacrifices.",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses04M_impro07_M029.wav,I'll go to basketball games.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses05F_impro04_F012.wav,"No, I don't I don't want to accept that.  I think that's bullshit.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05M_script03_2_F031.wav,There aren't any people upstairs.  It's a photography studio.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04M_script01_1_M037.wav,The business?  The business doesn't inspire me.,angry,train,negative,AbstractTTS/IEMOCAP
Ses04F_script02_1_F009.wav,That's my point.,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_impro03_F049.wav,What?  She could be just as excited as I am right now.,excited,train,positive,AbstractTTS/IEMOCAP
Ses04F_impro01_M014.wav,Ma'am I have other people waiting in line right now.  I have other people waiting in line right now.,angry,train,negative,AbstractTTS/IEMOCAP
Ses05M_impro04_M016.wav,"I mean, You can tell me what.  Why is no one hiring me?  Is it me?  Be honest.  You can tell me. you know I can take it.  I can take it, you just tell me. Why?",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_script01_3_M016.wav,You felt something that far back?,excited,train,positive,AbstractTTS/IEMOCAP
Ses01M_impro02_M017.wav,I know I have a good... I have a really good group of guys with me.,sad,train,negative,AbstractTTS/IEMOCAP
Ses05M_script03_1_M025.wav,Do you remember that awful scene we had in Venice?,excited,train,positive,AbstractTTS/IEMOCAP
Ses02F_impro07_M004.wav,"Wow, that's...",excited,train,positive,AbstractTTS/IEMOCAP
Ses02M_impro05_M004.wav,"For some reason, so you think it won't show up?",surprise,train,,AbstractTTS/IEMOCAP
Ses01M_script02_1_M014.wav,"You know what we should've brought a blanket too.  Man, our blanket, our blanket.  Wish I had six-pack too, a six-pack would be just the ticket right about now, huh, six-pack.",excited,train,positive,AbstractTTS/IEMOCAP
Ses01M_script02_2_M015.wav,"Okay, I'm trying to work this backwards",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses01F_impro02_F001.wav,Yeah.  I know.,sad,train,negative,AbstractTTS/IEMOCAP
Ses04F_impro07_M059.wav,Or library.,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses01M_script02_2_M024.wav,"You want this to be like the other times, right?",excited,train,positive,AbstractTTS/IEMOCAP
Ses01F_impro01_M013.wav,Yeah.  Do you want to see my supervisor?  Huh? Yeah.  Do you want to see my supervisor?  Fine.  I'll be right back.,angry,train,negative,AbstractTTS/IEMOCAP
Ses05F_script01_1_M036.wav,"Yes!  I like it an hour a day.  If I had to grub for money all day long, I like to come home to something beautiful.  I want a family.  I want- I want kids.  I want to build something I can give myself to. and Annie is in the center of that, and now where do I find it?",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05F_script01_1_F014.wav,"To you it is, and to me, but not to your father.  Now look, you can talk yourself  blue in the face, but there's no body, and there's no grave, so where are you?",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses05M_impro08_M019.wav,"It's set to zeros.  Okay, maybe that's our problem.  That could very well be our problem there.  Somehow you've lost your IP address.  I'm not sure why that would happen every week.  It could be a cycling issue, something like that.  But let's go ahead and type your IP address in again.",neutral,train,neutral,AbstractTTS/IEMOCAP
Ses04M_script01_3_F007.wav,"From her point of view, why else would I come?",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses03F_script02_1_M001.wav,Look at the night we got; couldn't be better.,excited,train,positive,AbstractTTS/IEMOCAP
Ses01F_impro03_M011.wav,Yeah.  But he'll have like a long visa.  Can you go visit then for a long time?,neutral,train,neutral,AbstractTTS/IEMOCAP
Ses01M_script01_2_M003.wav,How do you know he's even thinking about it?,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_impro07_M056.wav,I mean There's pretty much doughnut shops everywhere in LA.,excited,train,positive,AbstractTTS/IEMOCAP
Ses05F_impro03_M051.wav,"I think so, too.  Are you going to get a house or-",excited,train,positive,AbstractTTS/IEMOCAP
Ses03M_impro05b_M006.wav,You can report lost property?,frustrated,train,negative,AbstractTTS/IEMOCAP
Ses04F_impro03_F007.wav,"Well actually we were just talking about today and I don't really want to do like the traditional church thing, you know.  So we are going to get married in the meadow.",excited,train,positive,AbstractTTS/IEMOCAP
Ses04F_script02_1_M006.wav,Whose is it?,surprise,train,,AbstractTTS/IEMOCAP
Ses01F_script02_2_F011.wav,No they won't.  It's like waiting for Santa Claus.,angry,train,negative,AbstractTTS/IEMOCAP
Ses03M_script01_1_M015.wav,"Listen mom, just, sit down.  I want to talk to you.",frustrated,train,negative,AbstractTTS/IEMOCAP
Ses02F_script03_1_M005.wav,Hello?  Hello?  What?  Wrong number.,neutral,train,neutral,AbstractTTS/IEMOCAP
